=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.11.03 01:40:24 =~=~=~=~=~=~=~=~=~=~=~=
554,529,510,488,559,599
546,524,512,482,564,591
544,536,501,488,560,597
557,518,513,488,551,599
556,527,511,474,561,597
552,534,515,472,562,597
557,530,510,474,563,597
545,525,514,474,551,600
547,533,514,473,560,597
556,525,508,489,552,600
547,516,513,478,559,589
556,529,513,479,562,601
557,520,513,490,550,601
554,529,513,478,564,601
547,519,516,485,558,593
556,528,516,478,550,599
557,518,513,488,551,599
557,528,507,485,562,586
549,520,515,484,560,595
555,529,514,474,562,598
546,520,514,483,562,590
556,528,510,474,559,592
556,518,511,483,561,590
553,532,511,488,551,600
542,528,506,478,560,600
560,528,505,480,564,600
552,533,512,476,556,595
552,531,512,479,553,598
553,536,513,479,554,597
555,519,514,488,556,598
555,526,510,488,555,598
548,533,501,487,559,600
552,526,500,485,561,601
552,531,514,474,564,597
557,527,513,479,564,599
554,523,508,486,549,601
550,533,501,483,559,602
554,514,515,486,555,598
559,529,510,473,563,599
549,531,506,480,562,599
553,532,511,486,547,596
546,536,498,482,559,597
543,535,500,487,560,603
556,523,510,487,560,598
543,528,510,486,563,591
552,535,498,485,561,599
555,527,511,480,552,597
552,532,499,483,561,604
555,526,510,475,567,597
542,535,501,486,561,600
552,524,506,488,557,602
552,528,513,474,566,602
551,529,500,484,566,606
542,527,500,488,562,600
554,517,512,489,549,600
548,514,513,487,564,600
543,533,499,489,562,603
550,533,513,473,563,603
551,516,512,488,562,602
556,533,510,485,556,604
550,518,515,487,564,600
549,533,499,486,563,606
555,526,510,487,561,604
547,534,499,489,563,604
551,531,500,486,566,607
558,527,505,475,567,606
556,526,511,476,566,604
550,533,513,475,567,604
551,529,499,483,566,607
552,525,502,485,555,605
542,525,511,488,568,597
549,531,498,486,565,607
551,532,516,477,567,604
553,527,510,489,556,606
552,531,508,489,556,603
551,533,515,475,566,604
554,527,507,477,569,605
546,529,511,487,565,598
551,532,500,489,565,608
553,522,509,477,562,603
553,523,510,492,560,603
554,533,516,478,568,605
551,531,515,479,568,605
554,523,511,489,561,606
551,519,514,490,563,605
551,533,501,487,566,609
551,531,515,476,566,603
554,529,515,483,568,607
553,529,507,478,568,605
552,531,504,490,564,604
546,520,516,485,568,599
551,534,501,490,562,606
555,527,513,483,568,608
555,521,513,488,555,607
554,527,511,490,556,607
551,516,516,489,563,604
550,515,517,487,562,604
555,516,514,489,558,603
542,534,506,490,564,604
555,524,512,493,554,607
553,536,512,476,559,604
546,521,514,485,567,599
548,517,516,487,563,602
552,534,516,477,566,604
553,533,512,479,559,604
546,523,515,487,566,600
554,532,503,481,567,606
554,525,511,488,560,605
557,531,505,483,568,604
555,531,516,476,567,607
549,519,516,487,564,598
543,529,509,487,563,602
556,526,511,475,565,604
551,536,515,475,563,603
556,524,512,487,554,608
554,517,513,488,554,605
555,529,516,475,566,605
