=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.11.02 23:49:57 =~=~=~=~=~=~=~=~=~=~=~=
663,495,656,652,594,601
662,475,660,652,586,600
659,495,660,637,601,604
650,495,643,653,603,596
648,498,658,653,590,604
662,489,645,652,603,592
649,492,644,653,603,593
661,493,657,654,590,600
659,499,655,651,595,600
660,495,657,640,604,602
659,498,652,646,596,596
661,498,659,638,602,602
653,490,652,648,595,598
652,503,643,653,602,588
664,500,661,641,598,593
657,502,652,651,598,590
649,505,654,655,591,589
653,492,657,649,592,590
657,504,653,654,593,586
659,482,655,645,590,585
651,507,646,652,598,575
656,492,659,652,589,582
649,505,643,652,601,573
657,510,655,650,592,577
659,510,656,642,596,577
660,513,662,639,598,574
662,509,660,653,598,560
660,498,657,653,591,569
658,517,660,642,599,569
650,513,654,649,594,565
651,510,648,651,599,558
664,505,660,648,597,565
660,517,660,643,600,563
662,512,660,652,596,556
652,520,659,655,590,564
660,502,656,651,593,565
651,514,652,652,598,560
662,503,658,652,596,563
664,514,649,655,600,556
661,501,648,654,595,566
658,513,657,653,594,565
660,515,644,657,604,553
664,511,657,650,600,566
660,512,657,649,599,568
657,499,655,652,602,565
660,511,659,644,605,569
652,499,653,651,603,566
651,508,642,644,603,568
663,504,657,649,599,570
663,505,656,652,601,566
660,509,646,642,604,570
665,505,646,656,605,560
657,511,652,658,595,569
658,509,654,651,601,569
655,510,649,655,603,564
659,493,657,653,596,574
653,495,650,653,599,567
660,507,655,653,606,563
644,501,645,653,607,573
664,504,661,643,602,573
663,501,662,644,602,574
665,504,656,649,602,573
658,505,657,645,606,571
657,502,658,642,607,572
655,493,659,642,606,571
662,507,656,653,603,569
658,507,657,648,604,572
663,494,660,646,601,569
655,493,656,659,595,571
657,509,645,655,610,563
660,504,656,644,607,570
650,509,644,658,610,562
662,492,660,658,596,572
663,504,663,650,605,570
651,499,647,654,606,567
660,506,652,647,609,571
658,509,658,643,611,572
660,491,658,658,599,569
657,508,656,642,610,573
659,506,658,646,613,572
661,505,660,644,613,570
649,503,656,647,609,570
663,496,660,656,600,571
652,499,662,656,600,569
650,508,657,657,601,569
648,503,646,652,614,563
653,498,653,658,615,560
649,498,652,652,612,564
663,508,660,644,612,567
649,501,647,652,619,558
656,512,652,652,614,561
662,509,656,659,613,554
659,511,660,647,620,559
659,497,658,654,614,557
655,513,660,657,620,548
650,509,644,656,625,545
651,503,647,654,626,548
662,498,662,659,611,553
663,506,660,659,613,550
660,497,657,654,618,545
658,498,655,653,625,546
659,496,658,655,617,549
661,495,661,655,617,549
649,507,657,649,623,551
652,496,654,654,624,542
652,499,653,645,628,550
651,501,658,659,618,547
655,499,653,656,627,544
660,511,656,655,625,543
652,510,644,657,634,537
656,498,654,645,630,543
653,505,646,657,636,532
651,505,648,655,635,532
664,509,660,656,630,539
649,509,645,657,633,535
660,511,655,656,630,541
658,496,661,655,626,540
662,505,660,660,626,537
663,499,661,659,630,534
658,510,651,656,640,530
664,506,661,661,640,525
657,509,658,656,637,530
658,496,659,657,631,535
662,509,647,657,646,522
650,507,647,656,636,533
663,501,655,659,639,529
662,509,655,645,646,524
659,510,658,646,649,531
659,511,656,657,644,528
661,509,646,645,649,533
660,508,659,661,645,529
659,511,659,649,649,531
663,502,663,658,636,533
653,497,659,657,649,524
650,507,647,658,651,521
654,491,654,656,648,535
663,498,663,658,653,524
655,512,649,661,648,524
659,509,659,651,648,532
659,510,658,657,646,531
664,507,659,655,648,529
659,510,658,649,650,534
653,497,653,647,654,533
660,508,659,661,639,532
664,503,659,652,648,529
659,509,657,658,654,524
661,507,662,646,651,534
654,500,653,655,657,526
661,505,660,660,641,530
661,508,658,659,648,530
664,506,663,645,655,533
658,509,658,647,659,530
651,504,647,646,659,529
667,508,660,652,658,526
664,505,662,646,663,530
658,494,659,657,655,530
662,492,647,661,666,531
650,509,646,648,668,529
660,509,659,652,665,528
662,508,661,661,667,520
662,508,661,662,657,527
658,511,658,658,667,527
664,504,661,654,667,529
662,492,660,657,661,529
663,492,661,658,661,527
661,503,660,648,674,531
662,493,662,657,676,530
652,493,654,655,670,526
651,506,645,658,667,529
654,508,649,659,674,522
664,502,662,661,672,523
658,506,652,655,662,532
654,490,660,658,667,532
662,504,661,646,673,532
651,504,648,660,675,523
655,490,658,657,668,530
662,503,659,657,666,532
